date,url
_31_12_2019,https://www.saudiexchange.sa/wps/wcm/connect/d9f1e0eb-7e42-405e-a75e-ba6742856cca/3.Monthly+Trading+and+Ownership+By+Nationality+Report+_31_12_2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-d9f1e0eb-7e42-405e-a75e-ba6742856cca-oHbwwGN
_28_11_2019,https://www.saudiexchange.sa/wps/wcm/connect/14f69b0c-976b-4e5f-812e-e29a4eda304a/3.Monthly+Trading+and+Ownership+By+Nationality+Report+_28_11_2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-14f69b0c-976b-4e5f-812e-e29a4eda304a-oGShaD2
_31_10_2019,https://www.saudiexchange.sa/wps/wcm/connect/598371fd-35cf-4a78-a8de-b0ee4825b750/Monthly+Trading+and+Ownership+By+Nationality+Report+_31_10_2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-598371fd-35cf-4a78-a8de-b0ee4825b750-oGShDjW
_30_09_2019,https://www.saudiexchange.sa/wps/wcm/connect/ed123d72-4b78-4192-81cb-f005370281d2/3.Monthly+Trading+and+Ownership+By+Nationality+Report+_30_09_2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-ed123d72-4b78-4192-81cb-f005370281d2-oGShVb3
29-08-2019,https://www.saudiexchange.sa/wps/wcm/connect/621797c2-32a8-4cf1-a075-93f8fa17f967/3.Monthly+Trading+and+Ownership+By+Nationality+Report+29-08-2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-621797c2-32a8-4cf1-a075-93f8fa17f967-oGSi5CB
31-07-2019,https://www.saudiexchange.sa/wps/wcm/connect/96058597-0c34-430b-9449-32c4da274893/3.Monthly+Trading+and+Ownership+By+Nationality+Report+31-07-2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-96058597-0c34-430b-9449-32c4da274893-mNrm.gF
30-06-2019,https://www.saudiexchange.sa/wps/wcm/connect/90965cb8-c9ff-4963-947c-1b43ebfcb651/3.Monthly+Trading+and+Ownership+By+Nationality+Report+30-06-2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-90965cb8-c9ff-4963-947c-1b43ebfcb651-oGSjhTH
30-05-2019,https://www.saudiexchange.sa/wps/wcm/connect/db6ccf13-0697-45cb-8d73-91037c89cb88/3.Monthly+Trading+and+Ownership+By+Nationality+Report+30-05-2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-db6ccf13-0697-45cb-8d73-91037c89cb88-oGSjcin
30-04-2019,https://www.saudiexchange.sa/wps/wcm/connect/c881488c-d75e-4df8-8547-775270bdc547/3.Monthly+Trading+and+Ownership+By+Nationality+Report+30-04-2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-c881488c-d75e-4df8-8547-775270bdc547-oITFQOp
31-03-2019,https://www.saudiexchange.sa/wps/wcm/connect/743b1ed5-408e-448a-95f2-38c3d37d257b/3.Monthly+Trading+and+Ownership+By+Nationality+Report+31-03-2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-743b1ed5-408e-448a-95f2-38c3d37d257b-oGSkDw3
28-02-2019,https://www.saudiexchange.sa/wps/wcm/connect/cc763f20-ff13-4412-a361-f98804e51121/3.Monthly+Trading+and+Ownership+By+Nationality+Report+28-02-2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-cc763f20-ff13-4412-a361-f98804e51121-oGSkIM.
31-01-2019,https://www.saudiexchange.sa/wps/wcm/connect/a6643358-a9cf-4094-a89d-3ffd8db80890/3+++Monthly+Trading+and+Ownership+By+Nationality+Report+31-01-2019.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-a6643358-a9cf-4094-a89d-3ffd8db80890-oGSkSPN
