date,url
30+-12-2021,https://www.saudiexchange.sa/wps/wcm/connect/7a8061e8-45f5-43d2-81bb-43f2c9aa10f8/Weekly+Trading+and+Ownership+By+Nationality+Report+30+-12-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-7a8061e8-45f5-43d2-81bb-43f2c9aa10f8-oITKezw
23-12-2021,https://www.saudiexchange.sa/wps/wcm/connect/13a16b21-a6da-4a40-b482-e8a0de980c94/Weekly+Trading+and+Ownership+By+Nationality+Report+23-12-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-13a16b21-a6da-4a40-b482-e8a0de980c94-nTSMTjJ
16-12-2021,https://www.saudiexchange.sa/wps/wcm/connect/4b8fa7d0-eec9-44c4-906e-1267d2ec5fdb/Weekly+Trading+and+Ownership+By+Nationality+Report+16-12-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-4b8fa7d0-eec9-44c4-906e-1267d2ec5fdb-nTizJn3
09-12-2021,https://www.saudiexchange.sa/wps/wcm/connect/1a15602a-d9c1-45cb-9066-1d900fbc2580/Weekly+Trading+and+Ownership+By+Nationality+Report+09-12-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-1a15602a-d9c1-45cb-9066-1d900fbc2580-nSKky24
02-12-2021,https://www.saudiexchange.sa/wps/wcm/connect/ad06ee28-03a0-456e-acfb-5e4394aaae6f/Weekly+Trading+and+Ownership+By+Nationality+Report+02-12-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-ad06ee28-03a0-456e-acfb-5e4394aaae6f-nSaCsSz
25-11-2021,https://www.saudiexchange.sa/wps/wcm/connect/ed253a24-9d59-481f-b07a-d872dbcd3785/Weekly+Trading+and+Ownership+By+Nationality+Report+25-11-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-ed253a24-9d59-481f-b07a-d872dbcd3785-nRCJTE4
18-11-2021,https://www.saudiexchange.sa/wps/wcm/connect/5b5d0368-cae8-4075-b51f-8bc747f54e46/Weekly+Trading+and+Ownership+By+Nationality+Report+18-11-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-5b5d0368-cae8-4075-b51f-8bc747f54e46-nR2FDJ.
11-11-2021,https://www.saudiexchange.sa/wps/wcm/connect/bfbca8d6-49ea-4721-b8dc-bcf4352120cd/Weekly+Trading+and+Ownership+By+Nationality+Report+11-11-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-bfbca8d6-49ea-4721-b8dc-bcf4352120cd-nQut4FM
04-11-2021,https://www.saudiexchange.sa/wps/wcm/connect/207e07f6-d8c5-4495-a978-8de0a9f7f981/Weekly+Trading+and+Ownership+By+Nationality+Report+04-11-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-207e07f6-d8c5-4495-a978-8de0a9f7f981-nPWNtnZ
28-10-2021,https://www.saudiexchange.sa/wps/wcm/connect/f3ac748c-5527-4d5f-8baf-7a34f3675065/Weekly+Trading+and+Ownership+By+Nationality+Report+28-10-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-f3ac748c-5527-4d5f-8baf-7a34f3675065-nPmXfHT
21-10-2021,https://www.saudiexchange.sa/wps/wcm/connect/ef6fad9b-b5f3-429a-a3a5-a0dafa0f8c5d/Weekly+Trading+and+Ownership+By+Nationality+Report+21-10-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-ef6fad9b-b5f3-429a-a3a5-a0dafa0f8c5d-nOOv7GI
14-10-2021,https://www.saudiexchange.sa/wps/wcm/connect/1208a1af-62ca-4477-8561-9a3a971a8a81/Weekly+Trading+and+Ownership+By+Nationality+Report+14-10-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-1208a1af-62ca-4477-8561-9a3a971a8a81-nOdPdFE
07-10-2021,https://www.saudiexchange.sa/wps/wcm/connect/cdba7537-da97-43ca-9420-f6d4cd58b2f4/Weekly+Trading+and+Ownership+By+Nationality+Report+07-10-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-cdba7537-da97-43ca-9420-f6d4cd58b2f4-nNFRfOk
30-09-2021,https://www.saudiexchange.sa/wps/wcm/connect/bb2fd9bb-192d-49e7-904e-357b2e2801e4/Weekly+Trading+and+Ownership+By+Nationality+Report+30-09-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-bb2fd9bb-192d-49e7-904e-357b2e2801e4-nN6bwUt
22-09-2021,https://www.saudiexchange.sa/wps/wcm/connect/fe5b1b3e-3b40-4e9c-8c82-85f1119ce826/Weekly+Trading+and+Ownership+By+Nationality+Report+22-09-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-fe5b1b3e-3b40-4e9c-8c82-85f1119ce826-nMx6AEX
16-09-2021,https://www.saudiexchange.sa/wps/wcm/connect/d04c5e18-cdbb-42f7-b40c-2bf00101b378/Weekly+Trading+and+Ownership+By+Nationality+Report+16-09-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-d04c5e18-cdbb-42f7-b40c-2bf00101b378-nM28GzQ
09-09-2021,https://www.saudiexchange.sa/wps/wcm/connect/33c3201b-895a-456c-8527-62bea48381d5/Weekly+Trading+and+Ownership+By+Nationality+Report+09-09-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-33c3201b-895a-456c-8527-62bea48381d5-nLq9jbs
02-09-2021,https://www.saudiexchange.sa/wps/wcm/connect/14b4a35c-14c2-42fe-8fc0-730c0140581c/Weekly+Trading+and+Ownership+By+Nationality+Report+02-09-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-14b4a35c-14c2-42fe-8fc0-730c0140581c-nKS4eLC
26-08-2021,https://www.saudiexchange.sa/wps/wcm/connect/d526962a-72be-4d9f-8df9-f79d707da9f2/Weekly+Trading+and+Ownership+By+Nationality+Report+26-08-2021.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-d526962a-72be-4d9f-8df9-f79d707da9f2-nKi2Mkf
